Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-12-12,195.87,198.2399,195.7,197.64,1434199.0,0.0,1.0,195.87,198.2399,195.7,197.64,1434199.0
2016-12-09,196.29,196.99,195.13,196.6,1947537.0,0.0,1.0,196.29,196.99,195.13,196.6,1947537.0
2016-12-08,196.75,197.3,193.6,197.07,2800420.0,0.4,1.0,196.75,197.3,193.6,197.07,2800420.0
2016-12-07,193.32,196.72,192.28,196.52,1823556.0,0.0,1.0,192.9284063402,196.32151921811,191.89051298931,196.12192434294,1823556.0
2016-12-06,194.36,194.46,191.6,193.33,1175946.0,0.0,1.0,193.96629969109,194.06609712868,191.21189041373,192.93838608396,1175946.0
2016-12-05,193.7,194.95,193.0,194.5,1243209.0,0.0,1.0,193.30763660303,194.55510457285,192.60905453993,194.10601610371,1243209.0
2016-12-02,192.1,193.65,192.1,192.8,1281498.0,0.0,1.0,191.71087760166,193.25773788424,191.71087760166,192.40945966476,1281498.0
2016-12-01,192.0,193.88,192.0,192.19,1766142.0,0.0,1.0,191.61108016408,193.48727199068,191.61108016408,191.80069529549,1766142.0
2016-11-30,191.5,192.58,190.78,191.67,1524046.0,0.0,1.0,191.11209297615,192.18990530207,190.39355142553,191.28174862004,1524046.0
2016-11-29,190.0,191.35,190.0,190.32,1070868.0,0.0,1.0,189.61513141237,190.96239681977,189.61513141237,189.93448321264,1070868.0
2016-11-28,190.58,191.15,189.49,190.03,1741061.0,0.0,1.0,190.19395655036,190.7628019446,189.10616448068,189.64507064364,1741061.0
2016-11-25,190.62,191.84,190.6,191.53,653169.0,0.0,1.0,190.2338755254,191.45140426394,190.21391603788,191.14203220742,653169.0
2016-11-23,188.75,190.29,188.05,190.12,888856.0,0.0,1.0,188.36766344255,189.90454398136,187.66908137945,189.73488833747,888856.0
2016-11-22,188.5,188.5,187.55,188.08,1162042.0,0.0,1.0,188.11816984858,188.11816984858,187.17009419152,187.69902061073,1162042.0
2016-11-21,187.33,188.25,186.74,188.15,1295338.0,0.0,1.0,186.95053982883,187.86867625462,186.36173494708,187.76887881704,1295338.0
2016-11-18,184.71,187.33,183.98,187.29,1334442.0,0.0,1.0,184.3358469641,186.95053982883,183.60732566972,186.9106208538,1334442.0
2016-11-17,184.13,185.34,183.46,185.08,931723.0,0.0,1.0,183.7570218261,184.96457082088,183.08837899428,184.70509748316,931723.0
2016-11-16,184.89,186.0,182.75,183.82,1262237.0,0.0,1.0,184.51548235175,185.62323390895,182.37981718742,183.44764976959,1262237.0
2016-11-15,185.77,185.83,182.98,185.39,1446956.0,0.0,1.0,185.3936998025,185.45357826505,182.60935129387,185.01446953968,1446956.0
2016-11-14,184.5,186.53,183.46,186.16,2168098.0,0.0,1.0,184.12627234517,186.15216032815,183.08837899428,185.78290980908,2168098.0
2016-11-11,183.0,184.89,182.11,183.69,1560368.0,0.0,1.0,182.62931078138,184.51548235175,181.74111358687,183.31791310072,1560368.0
2016-11-10,182.0,185.0,181.23,183.57,2297984.0,0.0,1.0,181.63133640553,184.62525953309,180.86289613612,183.19815617562,2297984.0
2016-11-09,178.55,182.4,176.44,181.17,2874179.0,0.0,1.0,178.18832480883,182.03052615587,176.08259887578,180.80301767357,2874179.0
2016-11-08,179.28,182.7799,178.84,181.31,2012374.0,0.0,1.0,178.91684610321,182.40965662126,178.47773737783,180.94273408619,2012374.0
2016-11-07,176.85,180.69,176.85,180.02,2420877.0,0.0,1.0,176.49176836988,180.32398997316,176.49176836988,179.65534714134,2420877.0
2016-11-04,173.4,175.73,172.855,174.8,1558754.0,0.0,1.0,173.04875677318,175.37403706892,172.50486073834,174.44592089938,1558754.0
2016-11-03,172.71,173.71,172.11,173.65,1264954.0,0.0,1.0,172.36015445384,173.3581288297,171.76136982833,173.29825036714,1264954.0
2016-11-02,172.0,173.4699,171.6,172.38,1457282.0,0.0,1.0,171.65159264698,173.11851518205,171.25240289664,172.03082290981,1457282.0
2016-11-01,174.25,174.325,170.1612,171.53,1955191.0,0.0,1.0,173.89703499266,173.97188307085,169.81651736466,171.18254469033,1955191.0
2016-10-31,175.14,176.12,174.24,174.32,992888.0,0.0,1.0,174.78523218717,175.76324707551,173.8870552489,173.96689319897,992888.0
2016-10-28,174.57,176.35,173.4,174.25,1502716.0,0.0,1.0,174.21638679293,175.99278118195,173.04875677318,173.89703499266,1502716.0
2016-10-27,174.69,175.22,172.74,174.4,1499657.0,0.0,1.0,174.33614371803,174.86507013724,172.39009368512,174.04673114904,1499657.0
2016-10-26,170.96,174.24,170.51,173.59,1772668.0,0.0,1.0,170.6136992961,173.8870552489,170.16461082696,173.23837190459,1772668.0
2016-10-25,171.34,172.45,171.26,171.93,1132658.0,0.0,1.0,170.99292955892,172.10068111612,170.91309160885,171.58173444067,1132658.0
2016-10-24,171.31,172.4889,170.3,172.08,1848300.0,0.0,1.0,170.96299032764,172.13950231934,169.95503620803,171.73143059705,1848300.0
2016-10-21,168.19,170.25,168.0,170.2,924658.0,0.0,1.0,167.84931027498,169.90513748924,167.65969514357,169.85523877045,924658.0
2016-10-20,170.41,170.62,169.48,169.7,836046.0,0.0,1.0,170.06481338938,170.27438800831,169.13669721983,169.35625158252,836046.0
2016-10-19,171.02,171.18,169.58,170.46,1086825.0,0.0,1.0,170.67357775865,170.83325365878,169.23649465742,170.11471210817,1086825.0
2016-10-18,172.09,172.4889,170.51,170.74,900285.0,0.0,1.0,171.74141034081,172.13950231934,170.16461082696,170.39414493341,900285.0
2016-10-17,170.94,171.37,170.22,170.84,1051540.0,0.0,1.0,170.59373980858,171.0228687902,169.87519825796,170.49394237099,1051540.0
2016-10-14,172.29,172.89,170.87,170.98,802621.0,0.0,1.0,171.94100521598,172.53978984149,170.52388160227,170.63365878361,802621.0
2016-10-13,172.12,172.2,169.66,170.95,1432829.0,0.0,1.0,171.77134957209,171.85118752216,169.31633260748,170.60371955234,1432829.0
2016-10-12,174.12,174.49,173.07,173.54,1253264.0,0.0,1.0,173.7672983238,174.13654884286,172.71942522915,173.1884731858,1253264.0
2016-10-11,173.8,174.09,173.05,174.08,1462086.0,0.0,1.0,173.44794652352,173.73735909252,172.69946574163,173.72737934876,1462086.0
2016-10-10,173.34,174.59,173.14,174.21,1221599.0,0.0,1.0,172.98887831063,174.23634628045,172.78928343546,173.85711601762,1221599.0
2016-10-07,172.62,173.244,171.72,173.01,1418184.0,0.0,1.0,172.27033676001,172.89307277055,171.37215982175,172.6595467666,1418184.0
2016-10-06,174.33,174.33,172.41,173.09,1260360.0,0.0,1.0,173.97687294273,173.97687294273,172.06076214108,172.73938471667,1260360.0
2016-10-05,174.89,175.255,173.84,174.26,1202755.0,0.0,1.0,174.5357385932,174.89999924039,173.48786549856,173.90701473642,1202755.0
2016-10-04,174.72,175.12,172.86,173.6,1492742.0,0.0,1.0,174.36608294931,174.76527269965,172.50985061022,173.24835164835,1492742.0
2016-10-03,173.86,174.71,173.28,174.3,1454245.0,0.0,1.0,173.50782498607,174.35610320555,172.92899984808,173.94693371145,1454245.0
2016-09-30,175.53,176.1,174.37,174.68,1937266.0,0.0,1.0,175.17444219375,175.74328758799,174.01679191776,174.32616397427,1937266.0
2016-09-29,175.45,175.97,173.93,175.12,1947429.0,0.0,1.0,175.09460424368,175.61355091913,173.57768319238,174.76527269965,1947429.0
2016-09-28,176.87,177.25,174.52,175.45,2280851.0,0.0,1.0,176.5117278574,176.89095812022,174.16648807414,175.09460424368,2280851.0
2016-09-27,174.98,177.36,174.47,177.3,2133240.0,0.0,1.0,174.62555628703,177.00073530156,174.11658935535,176.94085683901,2133240.0
2016-09-26,174.0,176.16,173.11,175.34,2420820.0,0.0,1.0,173.64754139869,175.80316605054,172.75934420418,174.98482706234,2420820.0
2016-09-23,172.69,175.085,172.63,174.39,2471536.0,0.0,1.0,172.34019496632,174.7303435965,172.28031650377,174.03675140528,2471536.0
2016-09-22,174.39,175.38,172.8,173.66,3176327.0,0.0,1.0,174.03675140528,175.02474603737,172.44997214767,173.3082301109,3176327.0
2016-09-21,170.61,174.32,170.61,173.86,5308138.0,0.0,1.0,170.26440826455,173.96689319897,170.26440826455,173.50782498607,5308138.0
2016-09-20,161.75,164.13,161.65,162.65,2680716.0,0.0,1.0,161.42235529448,163.79753430901,161.32255785689,162.32053223274,2680716.0
2016-09-19,160.07,162.23,159.55,161.26,1814407.0,0.0,1.0,159.74575834304,161.90138299489,159.2268116676,160.93334785031,1814407.0
2016-09-16,159.33,160.07,158.2,158.89,2534399.0,0.0,1.0,159.00725730491,159.74575834304,157.87954626019,158.56814857953,2534399.0
2016-09-15,159.0,160.709,158.5239,160.07,1403443.0,0.0,1.0,158.67792576088,160.38346396921,158.20279016053,159.74575834304,1403443.0
2016-09-14,160.06,160.66,159.05,159.45,1030267.0,0.0,1.0,159.73577859928,160.33456322479,158.72782447967,159.12701423001,1030267.0
2016-09-13,161.63,161.98,159.285,160.35,1318193.0,0.0,1.0,161.30259836937,161.65188940092,158.96234845799,160.02519116828,1318193.0
2016-09-12,160.2,164.07,160.06,163.26,1325363.0,0.0,1.0,159.8754950119,163.73765584646,159.73577859928,162.92929660202,1325363.0
2016-09-09,164.1,165.19,160.82,160.85,1487474.0,0.0,1.0,163.76759507773,164.85538714741,160.49423912493,160.52417835621,1487474.0
2016-09-08,163.91,165.86,163.84,165.4,831406.0,0.4,1.0,163.57797994632,165.52402997924,163.50812174001,165.06496176634,831406.0
2016-09-07,164.48,165.42,163.95,165.2,897538.0,0.0,1.0,163.75081369921,164.68664641368,163.22316333892,164.46762173583,897538.0
2016-09-06,167.1,167.1,163.73,164.83,1168947.0,0.0,1.0,166.35919849913,166.35919849913,163.00413866106,164.09926205034,1168947.0
2016-09-02,166.22,167.08,165.47,165.49,1599539.0,0.0,1.0,165.48309978771,166.33928716478,164.73642474956,164.75633608391,1599539.0
2016-09-01,165.5,166.25,163.85,165.64,1181901.0,0.0,1.0,164.76629175109,165.51296678923,163.12360666716,164.90567109154,1181901.0
2016-08-31,164.47,165.05,163.49,164.93,1228839.0,0.0,1.0,163.74085803203,164.3182867282,162.76520264885,164.19881872209,1228839.0
2016-08-30,165.52,165.93,164.38,164.93,1004130.0,0.0,1.0,164.78620308544,165.19438543962,163.65125702745,164.19881872209,1004130.0
2016-08-29,165.43,165.89,164.64,165.17,1185230.0,0.0,1.0,164.69660208086,165.15456277092,163.91010437401,164.4377547343,1185230.0
